1500-01	1500_A
stand_by-05	stand_by_V
stand_down-10	stand_down_V
stand_out-06	stand_out_V
stand_up-07	stand_up_V
stand_up-09	stand_up_V
stand_up-13	stand_up_N
standard-02	standard_A
standardize-01	standardize_V
standoff-16	standoff_N
staple-01	staple_V
star-01	star_V
starch-01	starch_V
stare-01	stare_V,staring_N
stare_down-02	stare_down_V
start-01	start_V,start_N,starting_N
start-03	start_V,start_N
start-06	start_V
start-09	start_N
start-101	start_V
start_in-07	start_in_V
start_off-02	start_off_V
start_out-05	start_out_V
start_over-08	start_over_V
start_up-04	start_up_V
startle-01	startling_A,startle_V
starve-01	starve_V,starvation_N,starving_A
stash-01	stash_V
stash_away-02	stash_away_V
state-01	statement_N,state_V
static-01	static_A
station-01	station_V
stave_off-01	stave_off_V
stay-01	stay_V,stay_N
stay-03	stay_V,stay_N
stay_on-02	stay_on_V
stay_over-04	stay_over_V
steady-01	steady_V
steal-01	steal_V
steal_away-02	steal_away_V
steam-01	steam_V
steam-02	steam_V
steam-03	steam_V
steamroller-01	steamroller_V
steel-01	steel_V
steep-01	steep_V,steeped_A
steepen-02	steepen_V
steer-01	steering_N,steer_V
steer_clear-02	steer_clear_V
stem-01	stem_V,stem_N
stem-02	stem_V,stem_N
stem-03	stem_N,stem_V
stemmer-01	stemmer_V
stencil-01	stencil_V
stenose-101	stenotic_A,stenose_V
stent-01	stenting_N,stent_V
step-01	step_V,step_N
step_aside-05	step_aside_V
step_down-04	step_down_V
step_in-02	step_in_V
step_up-03	step_up_V
stereotype-01	stereotype_V
stereotypic-02	stereotypic_A
sterile-02	sterile_A
sterilize-01	sterilize_V,sterilization_N
stew-01	stew_V
stew-02	stew_V
stick-01	stick_V
stick_around-03	stick_around_V
stick_out-02	stick_out_V
stick_up-04	stick_up_V
sticky-01	sticky_A
sticky-02	sticky_A
stiff-02	stiff_A
stiff-03	stiff_V,stiffing_N
stiff-04	stiff_A
stiff_arm-03	stiff_arm_V,stiff-arm_V
stiffen-01	stiffen_V,stiffening_N
stifle-01	stifling_A,stifle_V
stigmatize-01	stigmatize_V,stigmatization_N,stigmatizing_A
still-01	still_V
stimulate-01	stimulation_N,stimulate_V
sting-01	stinging_N,sting_V,sting_N
sting-02	sting_N
stink-01	stink_V
stink-02	stink_V
stipple-01	stipple_V
stipple-02	stipple_V
stipple-03	stipple_V
stipulate-01	stipulate_V,stipulation_N
stir-01	stir_V
stir-02	stir_V
stir-03	stir_V
stir_up-04	stir_up_V
stirfry-01	stirfry_V
stitch-01	stitch_V
stitch-02	stitch_V
stock-01	stock_V,stocking_N
stock_up-02	stock_up_V
stockpile-01	stockpile_V
stoke-01	stoke_V
stoked-02	stoked_A
stomach-01	stomach_V
stomp-01	stomp_V
stone-01	stone_V
stone-02	stone_V
stone-03	stone_V
stonewall-01	stonewall_V
stooge-01	stooge_V
stool-101	stool_V,stooling_N
stoop-01	stoop_V
stop-01	stop_V,stop_N,stoppage_N,stopped_A
stop-03	stop_V
stop-05	stop_V,stoppage_N
stop_by-02	stop_by_V
stop_off-06	stop_off_V
stop_over-07	stop_over_V,stopover_V,stopover_N
stop_up-04	stop_up_V
stopper-01	stopper_V
store-01	store_V,storage_N
store_up-02	store_up_V
storm-01	storm_V
storm-02	storm_V
storytelling-01	storytelling_N
stow-01	stow_V
straddle-01	straddle_V
strafe-01	strafe_V
straggle-01	straggle_V
straight-04	straight_A
straight-05	straight_A
straight-06	straight_A
straighten-01	straighten_V
straighten_out-02	straighten_out_V
straighten_up-03	straighten_up_V
straightforward-01	straightforward_A
strain-01	strain_V,straining_N
strain-02	strain_V
strain-03	strain_V
strain-04	strain_V
strand-01	strand_V,stranding_N,stranded_A
strange-01	strange_A
strangle-01	strangle_V
strangulate-01	strangulate_V
strap-01	strap_V
strap-02	strap_V,strappped_A
strap-03	strap_V
strategize-01	strategize_V,strategizing_N
stratify-01	stratification_N,stratify_V
stray-01	stray_V
streak-01	streak_V
stream-01	stream_V
stream-02	stream_N,stream_V
stream-03	stream_V,streaming_N
streamline-01	streamline_V
strengthen-01	strengthen_V,strengthening_N
stress-01	stressing_N,stress_V
stress-02	stress_V,stress_N,stressful_A,stressed_A
stress-04	stress_V,stress_N
stress_out-03	stress_out_V,stressed_out_A
stretch-01	stretch_V,stretching_N
stretch_out-02	stretch_out_V
strew-01	strew_V
strict-01	strict_A,stricter_A
stricture-01	stricture_V,stricturing_N
stride-01	stride_V,stride_N
stridulate-01	stridulate_V
strike-01	strike_N,strike_V,stricken_A
strike-02	strike_N,strike_V
strike-03	strike_V
strike-04	strike_V
strike-05	strike_V
strike-10	strike_V
strike-11	strike_N
strike_down-08	strike_down_V
strike_out-06	strike_out_V
strike_out-07	strike_out_V
strike_up-09	strike_up_V
string-01	string_V
string_up-02	string_up_V
strip-01	strip_V,stripping_N
strip_away-02	strip_away_V
strive-01	striving_N,strive_V
stroke-01	stroke_V,stroke_N
stroke-02	stroke_N
stroll-01	stroll_N,stroll_V
strong-02	strong_A,stronger_A,strength_N
strop-01	strop_V
structure-01	structure_V
struggle-01	struggling_N,struggle_N,struggle_V
struggle-02	struggle_V,struggle_N,struggling_N
strum-01	strum_V
strut-01	strut_V
stub-01	stub_V
stubborn-01	stubborn_A
stucco-01	stucco_V
stuck-01	stuck_A
stud-01	stud_V
study-01	study_V,studying_N,study_N
study_up-02	study_up_V
stuff-01	stuff_V
stultify-01	stultify_V
stumble-01	stumble_V
stump-01	stump_V
stump-02	stump_V
stun-01	stun_V,stunning_A,stunned_A
stunt-01	stunt_V
stunt-02	stunt_N
stupefy-01	stupefied_A,stupefy_V
stupid-01	stupid_A
stutter-01	stutter_V,stuttering_N
style-01	style_V
stymie-01	stymie_V
subclone-01	subclone_V,subclone_N
subcontract-01	subcontract_V
subcutaneous-01	subcutaneous_A
subdivide-01	subdivide_V,subdivision_N
subdue-01	subdue_V
subjacent-01	subjacent_A
subject-01	subject_V,subject_A
subject-02	subject_A
subjective-03	subjective_A
subjugate-01	subjugate_V
sublet-01	sublet_V
sublimate-01	sublimate_V,sublimatation_N
sublimation-02	sublimation_N
sublux-01	subluxation_N,sublux_V
submerge-01	submerge_V
submit-01	submission_N,submit_V
submit-02	submission_N,submit_V,submissive_A
suboptimal-01	suboptimal_A
subordinate-01	subordinate_V
suborn-01	suborn_V
suborn-02	suborn_V
subpoena-01	subpoena_V
subsample-01	subsample_A,subsampling_N
subsaturation-01	subsaturate_V,subsaturation_N,subsaturated_A
subscribe-01	subscription_N,subscribe_V
subscribe-02	subscribe_V
subselect-01	subselect_V
subservient-01	subservient_A
subside-01	subside_V
subside-02	subside_V,subsidence_N
subsidize-01	subsidy_N,subsidize_V
subsist-01	subsist_V
substantial-02	substantial_A
substantiate-01	substantiate_V,substantiation_N
substitute-01	substitution_N,substitute_V
subsume-01	subsume_V
subtherapeutic-01	subtherapeutic_A
subtitle-01	subtitle_V
subtitle-02	subtitle_V
subtle-01	subtle_A
subtract-01	subtract_V
subtype-01	subtype_V
subvert-01	subvert_V
succeed-01	succeed_V,successful_A,success_N
succeed-02	succession_N,succeed_V
succeed-03	succeed_V,succession_N
succinct-01	succinct_A
succor-01	succor_V
succumb-01	succumb_V
suck-01	suck_V
suck-03	suck_V
suck_up-02	suck_up_V
suck_up-04	suck_up_V
suckle-01	suckle_V
suction-05	suction_V,suction_N
sue-02	sue_V,suit_N
suffer-01	suffering_N,suffer_V
suffice-01	suffice_V,sufficient_A
suffocate-01	suffocation_N,suffocate_V
suffuse-01	suffuse_V
sugar-01	sugar_V
sugarcoat-01	sugarcoat_V
suggest-01	suggestion_N,suggestive_A,suggest_V
suggest-02	suggest_V,suggestive_A
suicidal-01	suicidal_A
suit-01	suit_V,suited_A
suit_up-03	suit_up_V
suitable-04	suitable_A
sulfurize-01	sulfurize_V
sulk-01	sulk_V
sully-01	sully_V
sulphur-01	sulphur_V
sum-02	sum_V,summate_V,summmation_N
sum_up-01	sum_up_V
summarize-01	summarize_V
summer-01	summer_V
summit-01	summit_V,summit_N
summit-02	summit_N
summon-01	summon_V
summon_forth-02	summon_forth_V
sunbathe-01	sunbathe_V
sunburn-01	sunburn_V
sunder-01	sunder_V
sundown-01	sundown_V,sundowning_N
sup-01	sup_V
super-01	super_V
supercharge-01	supercharge_V,super_charge_V,super-charge_V
superficial-01	superficial_A
superheat-01	superheat_V
superimportant-01	superimportant_A
superimpose-01	superimpose_V
superinjunction-01	superinjunction_N
superior-01	superior_A,superiority_N
superpose-01	superpose_V,superposing_N
supersaturate-01	supersaturation_N,supersaturate_V
supersede-01	supersede_V
superstition-01	superstition_N
supervene-01	supervene_V
supervise-01	supervision_N,supervise_V
supinate-01	supination_N,supinate_V
supine-01	supine_A
supplant-01	supplant_V
supple-01	supple_A
supplement-01	supplementation_N,supplement_V
supplicate-01	supplicate_V
supply-01	supply_V,supply_N
support-01	supportive_A,support_N,support_V
suppose-01	suppose_V,supposition_N,supposed_A
suppose-02	suppose_V,supposed_A
suppress-01	suppression_N,suppress_V
suppressible-02	suppressible_A
suppurate-01	suppurate_V
supratherapeutic-01	supratherapeutic_A
supreme-01	supreme_A
sure-02	sure_A
surefire-01	surefire_A
surf-01	surf_V,surfing_N
surface-01	surface_V
surface-02	surface_V
surfeit-01	surfeit_V
surge-01	surge_V,surge_N
surgery-01	surgical_A,surgery_N
surgical-02	surgical_A
surmise-01	surmise_V
surmount-01	surmount_V
surmount-02	surmount_V
surname-01	surname_V
surpass-01	surpass_V
surplus-01	surplus_A
surprise-01	surprised_A,surprise_V,surprising_A,surprise_N
surrender-01	surrender_N,surrender_V
surround-01	surrounding_N,surround_V
surveil-01	surveil_V,surveilance_N
survey-01	survey_V,survey_N
survey-02	survey_V
survive-01	survive_V,survival_N
survive-02	survive_V
susceptible-01	susceptible_A
suspect-01	suspicion_N,suspicious_A,suspect_V
suspend-01	suspend_V,suspension_N
suspend-02	suspension_N,suspend_V
suspension-03	suspension_N,suspend_V
suspicious-02	suspicious_A,suspiciousness_N
suspicious-03	suspicious_A,suspect_A
sustain-01	sustain_V
sustain-02	sustain_V
sustainable-03	sustainable_A
sustainable-04	sustainable_A
suture-01	suturing_N,suture_V
swab-01	swab_V
swaddle-01	swaddle_V
swag-01	swag_V
swag-02	swag_V
swagger-01	swagger_V
swallow-01	swallow_V,swallowing_N
swallow_up-02	swallow_up_V
swamp-01	swamp_V,swamped_A
swap-01	swap_V
swarm-01	swarm_V
swash-01	swash_V
swat-01	swat_N,swat_V
swathe-01	swathe_V
sway-01	sway_V
sway-02	sway_V,sway_N
swear-01	swear_V
swear-02	swearing_N,swear_V
swear-04	swear_V
swear-05	swear_V
swear-07	swear_V
swear_in-06	swear_in_N,swearing_in_N,swear_in_V
swear_off-03	swear_off_V
sweat-01	sweating_N,sweat_V
sweat-04	sweat_V
sweat_off-03	sweat_off_V
sweat_out-02	sweat_out_V
sweaty-05	sweaty_A
sweep-01	sweeping_N,sweep_V,sweep_N
sweep-02	sweep_N,sweep_V
sweep-05	sweep_V,sweep_N
sweep-06	sweep_N
sweep_up-03	sweep_up_V
sweep_up-04	sweep_up_V
sweet-03	sweet_A,sweetness_N
sweet-04	sweet_A,sweetness_N
sweet-05	sweet_A,sweetness_N
sweeten-01	sweeten_V
sweeten-02	sweeten_V
swell-01	swell_V,swollen_A,swelling_N
swelter-01	swelter_V
swerve-01	swerve_V
swift-01	swift_A,swifter_A
swig-01	swig_V
swill-01	swill_V
swim-01	swim_V,swim_N,swimming_N
swim-02	swim_V
swindle-01	swindle_V
swing-01	swing_V
swing-02	swing_V,swing_N
swing-03	swing_N,swing_V
swing-04	swing_V
swing-05	swing_V
swipe-01	swipe_N,swipe_V
swipe-02	swipe_V,swipe_N
swirl-01	swirl_V
swish-01	swish_V
swish-02	swish_V
switch-01	switch_V,switch_N,switching_N
switch_over-02	switch_over_V
swivel-01	swivel_V
swoon-01	swoon_V
swoon-02	swoon_V
swoop-01	swoop_V
swoop_up-02	swoop_up_V
swoosh-01	swoosh_V
symbolize-01	symbolize_V,symbolise_V
symmetric-01	symmetric_A,symmetrical_A
sympathize-01	sympathize_V,sympathetic_A
symptomatic-01	symptomatic_A
synchronize-01	synchronize_V,synchronization_N
synchronous-02	synchronous_A
syncopate-01	syncopate_V
syndicate-01	syndication_N,syndicate_V
synergize-01	synergize_V,synergise_V,synergy_N,synergistic_A
synthesize-01	synthesize_V
systematize-01	systematize_V
table-01	table_V,tabling_N,tabled_A
table-02	table_V,tabling_N,tabled_A
taboo-01	taboo_V
tabs-01	tabs_N
tabulate-01	tabulate_V,tabulation_N
tachycardic-01	tachycardiac_A,tachycardic_A
tack-01	tack_V
tack-02	tack_V
tack_down-04	tack_down_V
tack_on-03	tack_on_V
tackle-01	tackle_V,tackle_N
tactical-01	tactical_A
tag-01	tag_N,tag_V
tag_along-02	tag_along_V
tag_team-01	tag_team_V
tail-01	tail_V
tailgate-01	tailgate_V
tailgate-02	tailgate_V
tailor-01	tailor_V
taint-01	taint_V
taiwanize-01	taiwanize_V
take-01	taking_N,take_V
take-02	take_V,taking_N
take-03	take_V,taking_N
take-04	take_V,taking_N
take-10	take_V,taking_N
take-14	take_V,taking_N
take-15	take_V,taking_N
take-16	take_V,taking_N
take-17	take_V,taking_N
take-25	take_V,taking_N
take-32	take_V
take-34	take_N
take-LV	take_V
take_aback-20	take_aback_V,taking_aback_N
take_away-05	take_away_V,taking_away_N
take_down-22	take_down_V,taking_down_N
take_hold-24	take_hold_V,taking_hold_N
take_in-06	take_in_V,taking_in_N
take_in-23	take_in_V,taking_in_N
take_off-07	take_off_V,taking_off_N
take_off-08	take_off_V,taking_off_N
take_off-18	take_off_V,taking_off_N
take_off-19	taking_off_N,take_off_V
take_off-33	take_off_V,taking_off_N
take_on-09	take_on_V,taking_on_N
take_on-21	take_on_V,taking_on_N
take_out-11	take_out_V,taking_out_N
take_out-26	take_out_V,taking_out_N
take_out-27	take_out_V,taking_out_N
take_out-28	take_out_V
take_over-12	take_over_V,takeover_N,taking_over_N
take_up-13	take_up_V,taking_up_N
take_up-30	take_up_V,taking_up_N
take_up-31	take_up_V,taking_up_N
taking-29	taking_N
talc-01	talc_V
talk-01	talk_V,talk_N,talking_N
talk-02	talk_V
talk_out-03	talk_out_V
tall-01	tall_A
tally-01	tally_V
tally_up-02	tally_up_V
tame-01	tame_V
tamp_down-01	tamp_down_V
tamper-01	tampering_N,tamper_V
tan-01	tan_V,tanning_N,tanned_A
tan-02	tan_A
tandem-01	tandem_V
tangle-01	tangle_V
tangle-03	tangle_N
tangle_up-02	tangle_up_V
tango-01	tango_V
tank-01	tank_V
tantalize-01	tantalize_V
tantamount-01	tantamount_A
tanwhite-01	tanwhite_A
tanyellow-01	tanyellow_A
tap-01	tap_V,tapping_N
tap-02	tap_V,tapping_N
tap-03	tap_V,tapping_N
tapdance-01	tapdance_V
tape-01	tape_V
tape-02	tape_V
tape_up-03	tape_up_V
taper-02	tapering_N,taper_V
taper_off-01	taper_off_V,tapering_off_N
tar-01	tar_V
target-01	target_V,targeted_A
tarmac-01	tarmac_V
tarnish-01	tarnish_V
tarry-01	tarry_V
task-01	task_N,task_V
tassel-01	tassel_V
taste-01	taste_N,tasting_N,taste_V
taste-02	taste_V,taste_N
tattoo-01	tattoo_V,tattooing_N
taunt-01	taunt_V
tauten-01	tauten_V
tax-01	taxation_N,tax_V,tariff_N
tax-03	tax_V
tax_away-02	tax_away_V
taxi-01	taxi_V
teach-01	teaching_N,teach_V
team-01	team_V
team_up-02	team_up_V
tear-01	tearing_N,tear_V,torn_A
tear-02	tear_V,tearing_N
tear-03	tearing_N,tear_V
tear_down-05	tear_down_V,tearing_down_N
tear_up-04	tearing_up_N,tear_up_V
teary-06	teary_A
tease-01	tease_V
tease-02	teasing_N,tease_V
tease-03	tease_V
tease_out-04	tease_out_V
tee_off-01	tee_off_V
teem-01	teem_V
teeter-01	teeter_V
teethe-01	teethe_V,teething_N
telecast-01	telecast_V
telecommunicate-01	telecommunication_N,telecommunicate_V
telegraph-01	telegraph_V
telephone-01	telephone_V
televise-01	televise_V
telework-01	telework_V
telex-01	telex_V
tell-01	tell_V,telling_N
tell-02	tell_V
tell_on-03	tell_on_V
temper-01	temper_V
temporary-01	temporary_A
tempt-01	tempting_A,temptation_N,tempted_A,tempt_V
tend-01	tend_V
tend-02	trending_N,tend_V
tender-01	tender_V,tender_N
tender-02	tender_A
tense-01	tense_V,tension_N
tense-03	tense_A
tent-01	tent_V,tenting_N
tent-02	tent_V,tenting_N
tent-03	tent_V,tenting_N
tentative-01	tentative_A
tenuous-01	tenuous_A
tenure-01	tenure_V
tepid-01	tepid_A
term-01	term_V
terminate-01	termination_N,terminate_V
terminate-02	terminate_V,termination_N
terrible-01	terrible_A
terrible-02	terrible_A
terrible-03	terrible_A
terrible-04	terrible_A
terrify-01	terrified_A,terrifying_A,terrify_V
terror-02	terror_N
terrorism-03	terrorism_V,terror_N
terrorize-01	terrorize_V,terrorise_V,terrorizing_N,terrorising_N
test-01	test_N,testing_N,test_V
testify-01	testify_V,testimony_N
tether-01	tether_V
tetramerize-01	tetramerize_V,tetramerise_V,tetramerization_N,tetramerisation_N
tetraploid-01	tetraploid_A
text-01	text_V,text_N,texting_N
thank-01	thank_V,thanks_N
thankful-02	thankful_A
thatch-01	thatch_V
thaw-01	thaw_V,thawing_N
thaw_out-02	thaw_out_V
theme-01	theme_V
theorize-01	theorize_V
therapeutic-01	therapeutic_A
thick-02	thick_A
thick-03	thick_A
thick-04	thick_A
thick-05	thick_A
thicken-01	thicken_V,thickened_A,thickening_N
thickskinned-01	thickskinned_A
thieve-01	thieve_V,theft_N,thieving_N
thin-01	thinning_N,thin_V
thin-03	thinner_A,thin_A
thin_out-02	thinning_out_N,thin_out_V
think-01	think_V,thought_N,thinking_N
think_over-03	think_over_V
think_through-04	think_through_V
think_up-02	think_up_V
thirst-01	thirst_V,thirsty_A
thorough-01	thorough_A
thoughtless-01	thoughtless_A
thrash-01	thrash_V
thrash-03	thrash_V
thrash_out-02	thrash_out_V
thread-01	thread_V
threaten-01	threaten_V,threatening_A,threat_N
threedimensional-01	threedimensional_A
threshold-01	threshold_V,thresholding_N
thrill-01	thrilled_A,thrill_N,thrilling_A,thrill_V
thrill-02	thrill_V
thrive-01	thrive_V
throb-01	throb_V
thrombose-01	thrombose_V,thrombosed_A
throng-01	throng_V
throttle-01	throttle_V
through-01	through_A
through-02	through_A
through-03	through_A
throw-01	throw_V,throwing_N,throw_N
throw-03	throw_V
throw_away-07	throw_away_V
throw_in-02	throw_in_V
throw_out-04	throw_out_V
throw_out-06	throw_out_V
throw_up-05	throw_up_V
thrum-01	thrum_V
thrum-02	thrum_V
thrum-03	thrum_V
thrust-01	thrust_N,thrust_V
thud-01	thud_V
thumb-01	thumb_V
thumb-02	thumb_V
thumbtack-01	thumbtack_V
thump-01	thump_V,thumping_N
thump-02	thump_V,thumping_N
thunder-01	thunder_V
thunder-02	thunder_V
thunk-01	thunk_V
thwack-01	thwack_V
thwap-01	thwap_V
thwart-01	thwart_V
tick-01	tick_V
tick-04	tick_V
tick-05	tick_V
tick_off-02	tick_off_V
tick_off-03	tick_off_V
ticket-01	ticket_V
ticket-02	ticket_V
tickle-01	tickling_N,tickle_V
ticklish-01	ticklish_A
tide-01	tide_N
tide_over-02	tide_over_V
tidy_up-01	tidy_up_V
tie-01	tie_V
tie-03	tie_V
tie_down-06	tie_down_V
tie_in-02	tie_in_V
tie_up-04	tie_up_V
tie_up-05	tie_up_V
tiedye-01	tiedye_V
tight-03	tight_A
tight-04	tight_A
tight-05	tighter_A,tight_A
tighten-01	tightening_N,tighten_V
tighten_up-02	tighten_up_V
tile-01	tiling_N,tile_V
till-01	till_V
tilt-01	tilt_V
time-01	time_V,timing_N
time-02	time_V,timing_N
timely-03	timely_A
timid-01	timid_A
tin-01	tin_V
tincture-01	tincture_V
ting-01	ting_V
tinge-01	tinged_A,tinge_V
tingle-01	tingle_V,tingling_N
tinker-01	tinker_V
tinkle-01	tinkle_V
tinsel-01	tinsel_V
tint-01	tint_V
tiny-01	tiny_A
tip-01	tip_V,tip_N
tip-02	tip_V,tip_N
tip-05	tip_N,tip_V
tip-06	tip_V
tip_off-04	tip_off_V
tip_over-03	tip_over_V
tipple-01	tipple_V
tiptoe-01	tiptoeing_N,tiptoe_V
tire-01	tire_V,tired_A
tire-03	tire_V,tired_A
tire_out-02	tire_out_V
tisk-01	tisk_V
tithe-01	tithe_V
titillate-01	titillate_V
title-01	title_V
titrate-01	titrate_V,titration_N
titter-01	titter_V
toast-01	toast_V
toboggan-01	toboggan_V
toddle-01	toddle_V
toe-01	toe_V
tog-01	tog_V
toggle-01	toggle_V
toil-01	toil_V
toilet-01	toilet_V,toileting_N
toilsome-02	toilsome_A
tolerable-02	tolerable_A
tolerate-01	tolerant_A,tolerated_A,tolerance_N,tolerate_V
toll-01	toll_V
toll-02	toll_V,toll_N
tomb-01	tomb_V
tone_down-01	tone_down_V
tool-01	tool_V
tool-02	tool_V
tool-03	tool_V
tool_up-04	tool_up_V
toot-01	toot_V
tootle-01	tootle_V
top-01	top_V
top-02	top_V
top_off-03	top_off_V
top_out-05	top_out_V
top_up-04	top_up_V
topple-01	topple_V
tops-01	tops_A
torch-01	torch_V
torment-01	torment_V
tornado-01	tornado_N,tornado_V
torpedo-01	torpedo_V
torsion-01	torsion_N
tortuous-01	tortuous_A
torture-01	torture_V,torture_N
toss-01	toss_V,tossing_N,toss_N
toss_in-03	toss_in_V
toss_out-02	toss_out_V
toss_up-04	toss_up_N
total-01	total_V
total-02	total_V
total_up-03	total_up_V,tote_up_V
tote-01	tote_V
totter-01	totter_V
totter_around-02	totter_around_V
touch-01	touch_N,touch_V,touching_N
touch-07	touching_N,touch_V
touch_base-08	touch_base_V,touching_base_N
touch_off-02	touch_off_V,touching_off_N
touch_off-06	touching_off_N,touch_off_V
touch_on-04	touching_on_N,touch_on_V
touch_up-03	touch_up_V,touching_up_N,touch_up_N
touch_upon-05	touching_upon_N,touch_upon_V
touchy-09	touchy_A
touchy-10	touchy_A
tough-02	tough_A
tough-03	tougher_A,tough_A
tough-04	tough_A
toughen-01	toughen_V
tour-01	tour_V,tour_N
tousle-01	tousle_V
tout-01	tout_V
tow-01	tow_V,towing_N,tow_N
towel-01	towel_V
tower-01	tower_V
toxic-01	toxic_A
toy-01	toy_V
trabeculate-01	trabeculate_V,trabeculation_N
trace-01	trace_V,tracing_N
trace-02	trace_V,tracing_N
track-01	track_N,tracking_N,track_V
track-03	track_V,tracking_N
track-04	track_V
track_down-02	tracking_down_N,track_down_V
trade-01	trading_N,trade_V,trade_N
trade_in-04	trade_in_V
trade_off-03	trade_off_V,tradeoff_N
trademark-01	trademark_V
traduce-01	traduce_V
traffic-01	traffic_V,traffic_N,trafficking_N
tragedy-02	tragedy_N
tragic-01	tragic_A
trail-01	trail_V
trail-03	trail_V
trail_off-02	trail_off_V
train-01	training_N,train_V
train-02	train_V
traipse-01	traipse_V
tram-01	tram_V
trammel-01	trammel_V
tramp-01	tramp_V
trample-01	trample_V
tranquilize-01	tranquilize_V
transact-01	transaction_N,transact_V
transactivate-01	transactivate_V,transactivation_N
transcend-01	transcend_V
transcribe-01	transcribe_V,transcription_N
transduce-01	transduce_V,transduct_V,transduction_N
transect-01	transect_V,transection_N
transfect-01	transfect_V,transfection_N
transfer-01	transfer_N,transfer_V
transfix-01	transfix_V
transform-01	transformation_N,transform_V
transfuse-101	transfuse_V,transfusion_N
transgress-01	transgress_V
transient-02	transient_A
transit-01	transit_V,transit_N
transition-01	transition_V,transition_N
translate-01	translation_N,translate_V
translate-02	translate_V,translation_N
translocate-01	translocate_V,translocation_N
translucent-01	translucent_A
transmigrate-01	transmigrate_V,transmigration_N
