1500-01	1500_A
bow_down-04	bow_down_V
bow_out-06	bow_out_V
bowl-01	bowling_N,bowl_V
bowl_over-02	bowl_over_V
box-01	boxing_N,box_V
box-02	boxing_N,box_V
box-03	box_V,boxing_N
box_in-04	box_in_V
boxplot-01	boxplot_V,box_plot_V,boxplot_N
boycott-01	boycott_N,boycott_V
brace-01	brace_V,bracing_N
brace-02	bracing_N,brace_V
bracket-01	bracket_V
brag-01	brag_V
braid-01	braid_V
brain-01	brain_V
brainstorm-01	brainstorm_V,brainstorming_N
brainwash-01	brainwash_V,brainwashed_A,brainwashing_N
braise-01	braise_V
brake-01	brake_V
branch-01	branch_V
branch_out-02	branch_out_V
brand-01	brand_V
brandish-01	brandish_V
brave-01	brave_V
brave-02	brave_A,bravery_N
brawl-01	brawl_V,brawl_N,brawling_N
bray-01	bray_V
brazen_out-01	brazen_out_V
breach-01	breach_V
bread-01	breaded_A,bread_V
break-01	break_V,break_N,breaking_N,broken_A
break-02	break_V,break_in_V,break_in_N
break-13	break_V,break_N
break-16	break_V
break-18	break_V,breaking_N,break_N
break-19	break_N
break-20	break_N
break-21	break_N
break_away-14	break_away_V
break_down-11	break_down_V,breakdown_N
break_down-12	break_down_V,breakdown_N
break_down-27	break_down_V,breakdown_N
break_even-09	break_even_V
break_ground-28	break_ground_V,groundbreaking_N
break_in-05	break-in_V,break_in_V
break_in-17	break-in_V,break_in_V
break_off-03	break_off_V
break_off-04	break_off_V,breaking_off_N
break_out-06	break_out_V
break_out-07	break_out_V
break_out-10	break_out_V
break_through-22	breakthrough_V,break_through_V,breakthrough_N
break_through-26	break_through_V,break_through_N,breakthrough_N
break_up-08	break_up_N,breakup_N,break_up_V
breakfast-01	breakfast_V
breast-01	breast_V
breastfeed-01	breastfeeding_N,breastfeed_V
breathe-01	breathing_N,breath_N,breathe_V
breathe-02	breathe_V
breed-01	breed_V,breeding_N
brew-01	brew_V
bribe-01	bribe_V
brick-01	brick_V
brick_over-02	brick_over_V
bridge-01	bridge_V
bridge-02	bridging_N,bridge_V
bridle-01	bridle_V
brief-01	briefing_N,brief_V
bright-02	bright_A
bright-03	bright_A
brighten-01	brighten_V
brilliant-01	brilliant_A
brilliant-02	brilliant_A
brim-01	brim_V
bring-01	bring_V
bring_about-05	bring_about_V
bring_along-04	bring_along_V
bring_down-03	bring_down_V
bring_on-06	bring_on_V
bring_up-02	bring_up_V
bring_up-07	bring_up_V
bring_up-08	upbringing_N,bring_up_V
brisk-01	brisk_A
bristle-01	bristle_V
british-01	british_A
broach-01	broach_V
broad-02	broad_A,broader_A
broadcast-01	broadcast_V,broadcast_N
broaden-01	broaden_V,broadening_N
brocade-01	brocade_V
broil-01	broil_V
broke-23	broke_A
broke_ass-24	broke_ass_A
broke_ass-25	broke_ass_A
broker-01	broker_V
bronchodilation-01	bronchodilation_N
bronze-01	bronze_V
bronze-02	bronze_V,bronzing_N,bronzing_A,bronzed_A
brood-01	brood_V
brook-01	brook_V
browbeat-01	browbeat_V
brown-01	brown_V
browntan-01	browntan_A
browse-01	browse_V,browsing_N
bruise-01	bruising_N,bruise_V
brumate-01	brumate_V,brumation_N
brunch-01	brunch_V
brush-01	brushing_N,brush_V
brush_off-02	brush_off_V
brush_up-03	brush_up_V
brush_up-05	brush_up_V
brushfire-01	brushfire_N,brush-fire_N,brush_fire_N
brutal-02	brutal_A
brutalize-01	brutality_N,brutalize_V
bubble-01	bubble_V
buck-01	buck_V
buck-02	buck_V
buck_up-03	buck_up_V
bucket-01	bucket_V
buckle-01	buckle_V
buckle-04	buckle_V
buckle_down-03	buckle_down_V
buckle_up-02	buckle_up_V
bud-01	budding_N,bud_V
buddy-01	buddy_V,buddy_N,buddying_N
budge-01	budge_V
budget-01	budget_V,budgeting_N
buff-01	buff_V
buffalo-01	buffalo_V
buffer-01	buffer_V
buffet-01	buffet_V
bug-01	bug_V
bug-02	bug_V
bugger-01	bugger_V
build-01	build_V,build_N,building_N
build-02	build_V
build-03	build_V
build_up-05	buildup_N,build_up_V,build_up_N
bulge-01	bulge_V,bulging_N
bulk-01	bulk_V
bulky-02	bulky_A
bull-01	bull_V
bulldoze-01	bulldoze_V
bullet-01	bullet_V
bullock-01	bullock_V
bullock-02	bullock_V
bullshit-01	bullshit_V
bully-01	bully_V,bullying_N
bum-01	bum_V
bumble-01	bumble_V
bump-01	bump_V
bump-02	bump_V
bump_off-04	bump_off_V
bump_up-03	bump_up_V
bumrush-01	bumrush_V
bunch-01	bunch_V
bunch_up-02	bunch_up_V
bundle-01	bundle_V
bundle-02	bundle_V
bundle_up-03	bundle_up_V
bungle-01	bungle_V,bungling_N
bunk-02	bunk_V
bunker-01	bunker_V
bunt-01	bunt_V
buoy-01	buoy_V
buoy_up-02	buoy_up_V
burble-01	burble_V
burden-01	burden_N,burden_V
burgeon-01	burgeon_V
burglarize-01	burglarize_V,burglary_N
burgle-02	burgle_V
burl-01	burl_V
burn-01	burn_N,burn_V,burning_N
burn_out-03	burn_out_V
burn_out-04	burn_out_V,burnout_N
burn_up-02	burn_up_V
burnish-01	burnish_V
burp-01	burping_N,burp_V
burr-01	burr_V
burr-02	burr_V
burrow-01	burrow_V
burst-01	burst_V,burst_N
burst-02	burst_N,burst_V
burst-03	burst_N,burst_V
burst_out-04	burst_out_V
bury-01	bury_V,burial_N
bus-01	bus_V
bushfire-01	bushfire_N,bush_fire_N
bushwhack-01	bushwhack_V
bushwhack-02	bushwhack_V
bust-01	bust_N,busting_N,bust_V
bust-02	bust_V,bust_N
bust-05	bust_V
bust-06	bust_N
bust_out-03	bust_out_V
bust_up-04	bust_up_V
bustle-01	bustle_V,bustling_A
busy-01	busy_A
busy-02	busy_A
butcher-01	butcher_V
butler-01	butler_V
butt_in-01	butt_in_V
butter-01	butter_V
butter_up-02	butter_up_V,buttering_up_N
button-01	button_V
buttonhole-01	buttonhole_V
buttress-01	buttress_V,buttressing_N
buy-01	buying_N,buy_V
buy-05	buy_V,buying_N
buy_into-04	buy_into_V
buy_off-06	buy_off_V,buy_off_N,buying_off_N
buy_out-03	buy_out_V,buyout_N
buy_up-02	buy_up_V
buzz-01	buzz_V
buzz-02	buzz_V
buzz-04	buzz_V
buzz_off-03	buzz_off_V
byelect-01	byelect_V,byelection_N,by-elect_V,by-election_N
byo-01	byo_V
bypass-01	bypass_V,bypass_N
bypassable-02	bypassable_A
cab-01	cab_V
cabbage-01	cabbage_V
cable-01	cable_V
cable-02	cable_V
cackle-01	cackle_V
caddy-01	caddy_V
caddy-02	caddy_V
cadge-01	cadge_V
caffeinate-01	caffeinate_V,caffeination_N
cage-01	cage_V
cagey-01	cagey_A
cajole-01	cajole_V
cake-01	cake_V
caking-01	caking_N
calcify-01	calcification_N,calcifying_N,calcified_A,calcify_V
calculate-01	calculation_N,calculate_V,calculating_A
calendar-01	calendar_V
calibrate-01	calibrate_V,calibration_N,calibrated_A
calk-02	calk_V
calk-03	calk_V
call-01	call_V,calling_N
call-02	call_V,calling_N,call_N
call-03	call_V,call_N,calling_N
call-07	call_V,calling_N,call_N
call-09	call_V
call-10	call_V,call_N
call-11	call_V
call-13	call_V
call-14	call_V
call-16	call_V,call_N
call_in-04	call_in_V
call_in-17	call_in_V
call_off-06	call_off_V
call_on-05	call_on_V
call_out-15	call_out_V
call_up-08	call_up_V
call_upon-12	call_upon_V
calligraphy-01	calligraphy_N
calm-01	calm_V
calm-03	calm_A
calm_down-02	calm_down_V
calumniate-01	calumniate_V
calve-01	calve_V,calving_N
calve-02	calve_V,calving_N
camouflage-01	camouflage_V
camp-02	camping_N,camp_V
camp_out-01	camp_out_V
campaign-01	campaign_N,campaign_V,campaigning_N
campaignmanage-01	campaignmanage_V,campaign-manage_V
can-01	can_V
can-02	can_V,canning_N
canalize-101	canalize_V,canalization_N
cancan-01	cancan_V
cancel-01	cancellation_N,cancel_V
cancerize-01	cancerization_N,cancerize_V
cancerous-02	cancerous_A
candy-01	candy_V
cane-01	cane_V
cannulate-01	cannulate_V,cannulation_N
canoe-01	canoe_V
canonize-01	canonize_V
canonize-02	canonize_V
cantankerous-01	cantankerous_A,contankerous_A
canter-01	canter_V
canvass-01	canvass_V
cap-01	cap_V,cap_N
cap-02	cap_V
capable-01	capability_N,capable_A
capacitate-01	capacitate_V
capitalize-01	capitalize_V,capitalization_N
capitalize-02	capitalize_V
capitulate-01	capitulate_V,capitulation_N
capsize-01	capsize_V
captain-01	captain_V
caption-01	caption_V
captivate-01	captivate_V
capture-01	capture_N,capture_V
caramelize-01	caramelize_V
caravan-01	caravan_V
carbonify-01	carbonify_V
carbonize-01	carbonize_V
cardiac-01	cardiac_A
cardiovert-01	cardiovert_V,cardioversion_N
care-01	care_V,idc_V,care_N,caring_N
care-02	caring_N,care_V
care-03	caring_N,care_N,care_V
care-04	caring_N,care_N,careful_A
careen-01	careen_V
careless-01	careless_A
caress-01	caress_V
caricature-01	caricature_V
carjack-01	carjack_V
carol-01	carol_V
carom-01	carom_V
carouse-01	carouse_V
carp-01	carp_V
carpet-01	carpet_V
carry-01	carry_V
carry_off-05	carry_off_V
carry_on-02	carry_on_V
carry_out-03	carry_out_V
carry_over-04	carry_over_V
cart-01	cart_V
cart_off-02	cart_off_V
carve-01	carve_V
carve-02	carve_V
carve_out-03	carve_out_V
cascade-01	cascading_N,cascade_V
case-01	case_V
case-02	case_V
case-03	case_N
case-04	case_N
cash-01	cash_V
cash_in-02	cash_in_V
cash_in-03	cash_in_V
cassette-01	cassette_V
cast-01	cast_N,cast_V
cast-02	cast_V
cast-03	casting_N,cast_V
cast-04	cast_V
castigate-01	castigate_V
castle-01	castle_V,castling_N
castrate-01	castrate_V,castration_N
castrate-02	castrate_V,castration_N
castrate-03	castrate_V,castration_N
casual-01	casual_A
casualties-01	casualties_N
catalogue-01	catalogue_V,catalogue_N,catalog_V,catalog_N
catalyze-01	catalyze_V
catapult-01	catapult_V
catastrophic-01	catastrophe_N,catastrophic_A
catch-01	catch_V,catch_N,catching_N,catching_A
catch-02	catching_N,catch_V
catch-03	catch_V,catching_N
catch_on-05	catching_on_N,catch_on_V
catch_on-06	catching_on_N,catch_on_V
catch_up-04	catching_up_N,catch_up_V,ketchup_V,catch_up_N
catch_up-07	catch_up_V,catching_up_N
catechize-01	catechize_V
categorize-01	categorization_N,categorize_V
cater-01	cater_V
catheterize-101	catheterization_N,catheterize_V
catholicize-01	catholicize_V
catnap-01	catnap_V
catty-01	catty_A
caucus-01	caucus_N,caucus_V
caudal-01	caudal_A
caulk-01	caulk_V,calk_V
cause-01	cause_V,causation_N
cauterize-01	cauterize_V
caution-01	caution_V,caution_N
cautious-02	cautious_A
cave-01	cave_V
cave_in-02	cave_in_V
cavitate-01	cavitate_V,cavitation_N
cavort-01	cavort_V
caw-01	caw_V
cba-01	cba_V
cc-01	cc_V
cease-01	cease_V,cessation_N
ceasefire-01	ceasefire_N
cede-01	cede_V
celebrate-01	celebrate_V
celebrate-02	celebrate_V,celebration_N
cellar-01	cellar_V
cellular-01	cellular_A
cement-01	cement_V
censor-01	censor_V
censure-01	censure_V
census-01	census_N,census_V
center-01	center_V,centered_A
center-02	center_N,centrist_A,centrism_N
centralize-01	centralize_V
ceremony-01	ceremony_N
certain-01	certain_A
certify-01	certification_N,certify_V,certified_A
cessate-01	cessate_V
chafe-01	chafe_V
chaff-01	chaff_V
chagrin-01	chagrin_V
chain-01	chain_V
chair-01	chair_V
chalk_up-01	chalk_up_V
chalk_up-02	chalk_up_V
challenge-01	challenge_V,challenge_N,challenging_N,challenging_A
champion-01	championship_N,champion_V,championing_N
championship-02	championship_N
chance-01	chance_V,chance_N
chance-02	chance_N
change-01	change_V,change_N,changing_N
change-02	change_V
channel-01	channel_V
channel-02	channel_V,channelize_N,channelization_N
chant-01	chant_V
chaotic-01	chaotic_A
chaperone-01	chaperone_V
char-01	char_V
characteristic-02	characteristic_A
characterize-01	characterize_V,characterization_N
charbroil-01	charbroil_V
charcoal-01	charcoal_V
charge-01	charge_V,charge_N
charge-02	charge_V,charge_N
charge-03	charge_V
charge-04	charge_V,charge_N
charge-05	charge_N,charge_V
charge-06	charge_V
charge-08	charge_N,charge_V
charge_off-07	charge_off_V
chariot-01	chariot_V
charm-01	charm_V
chart-01	chart_V
chart_out-02	chart_out_V
charter-01	charter_V
chase-01	chase_V,chase_N,chasing_N
chasten-01	chasten_V
chastise-01	chastise_V
chat-01	chat_N,chat_V,chatting_N
chatter-01	chatter_V
chatter_away-02	chatter_away_V
chauffeur-01	chauffeur_V
cheap-02	cheaper_A,cheap_A
cheapen-01	cheapen_V
cheat-01	cheating_N,cheat_V
cheat-02	cheat_V,cheating_N
cheat-03	cheating_N,cheat_V
check-01	check_V,check_N,checking_N
check-03	checking_N,check_V
check-07	check_V,checking_N
check-08	check_N
check_in-02	checking_N,check_N,checkin_N,check_V,check_in_V
check_in-04	check_in_V
check_out-05	check_out_V
check_out-09	checking_N,check_out_V,check_N,checkout_N,check_V
check_up-06	check_up_V,check_up_N
cheep-01	cheep_V
cheer-01	cheer_V
cheer-02	cheer_V
cheer_on-04	cheer_on_V
cheer_up-03	cheer_up_V
cheerlead-01	cheerlead_V
cheese-01	cheese_V,cheesed_A
cheese_off-02	cheese_off_V,cheesed_off_A
cheesy-01	cheesy_A
chelate-01	chelation_N,chelate_V
chemoprevent-01	chemoprevent_V,chemoprevention_N,chemopreventative_A
chemoradiate-01	chemoradiate_V,chemoradiation_N
chemosensitive-01	chemosensitive_A
cherish-01	cherish_V
cherrypick-01	cherrypick_V,cherry-pick_V,cherry_pick_V
chew-01	chew_V,chewing_N
chew_up-02	chew_up_V
chicken_out-01	chicken_out_V
chide-01	chide_V
childbearing-01	childbearing_N
childish-01	childish_A
childrearing-01	childrearing_N
chill-01	chill_V,chilling_A
chill-02	chill_V
chill-03	chill_A
chill_out-05	chill_out_V
chilly-04	chilly_A
chime-01	chime_V
chime-02	chime_V
chin-01	chin_V
chinese-01	chinese_A
chink-01	chink_V
chip-01	chip_V
chip_in-02	chip_in_V
chir-01	chir_V
chirp-01	chirp_V
chirp-02	chirp_V
chirrup-01	chirrup_V
chisel-01	chisel_V
chitchat-01	chitchat_V
chitter-01	chitter_V
chlorinate-01	chlorinate_V,chlorination_N
choke-01	choking_N,choke_V
choke-02	choke_V
choke_off-03	choke_off_V
choke_up-04	choke_up_V
chomp-01	chomp_V
choose-01	choose_V,choice_N,choosing_N
chop-01	chop_V,chop_N
chop_down-02	chop_down_V
chop_up-03	chop_up_V
choreograph-01	choreograph_V
chortle-01	chortle_V
chortle-02	chortle_V
chorus-01	chorus_N
christen-01	christen_V,christening_N
christianize-01	christianize_V
chrome-01	chrome_V
chronic-01	chronic_A
chronicle-01	chronicle_V
chubby-01	chubby_A
chuck-01	chuck_V
chuckle-01	chuckle_V
chuckle-02	chuckle_V
chug-01	chug_V
chug-02	chug_V
chug-03	chug_V
chunk-01	chunk_V
churn-01	churn_V
cinch-01	cinch_V
cinch-02	cinch_V
cinch-03	cinch_V
circle-01	circle_V
circle-02	circle_V
circuit-01	circuit_V,circuit_N
circuit-02	circuit_N
circularize-01	circularize_V,circularisation_N
circularize-02	circularize_V
circulate-01	circulate_V,circulation_N
circumcise-01	circumcision_N,circumcise_V
circumduct-01	circumduct_V,circumduction_N
circumferential-01	circumferential_A
circumnavigate-01	circumnavigation_N,circumnavigate_V
circumscribe-01	circumscribe_V,circumscribed_A
circumstantial-01	circumstantial_A
circumvent-01	circumvent_V
cite-01	cite_V,citation_N
cite-02	cite_V,citation_N
civilize-01	civilize_V,civilized_A,civilization_N
clack-01	clack_V
clack-02	clack_V
clack-03	clack_V
clad-01	clad_V
claim-01	claim_N,claim_V
claim-02	claim_V,claim_N
clam-01	clam_V
clamber-01	clamber_V
clamor-01	clamor_V,clamoring_N
clamp-01	clamp_V
clang-01	clang_V
clank-01	clank_V
clank-02	clank_V
clap-01	clapping_N,clap_V
clarify-10	clarify_V,clarification_N
clash-01	clash_N,clash_V
clash-02	clash_N,clash_V
clasp-01	clasp_V
class-01	class_V
classic-01	classic_A
classify-01	classify_V,classification_N
classify-02	classify_V
classy-02	classy_A
clatter-01	clatter_V
clatter-02	clatter_V
claw-02	claw_V
clay-01	clay_V
clean-01	clean_V,cleaning_N
clean-04	clean_A
clean_out-03	clean_out_V
clean_up-02	clean_up_V,cleaning_N
cleanse-01	cleanse_V,cleansing_N
clear-01	clear_V,clearing_N,clearance_N
clear-02	clearing_N,clear_V,clearance_N
clear-03	clear_V,clearing_N
clear-06	clearer_A,clear_A
clear-07	clear_A
clear-08	clear_A
clear-09	clear_A
clear_out-05	clear_out_V
clear_up-04	clear_up_V,clearing_up_N
cleave-01	cleave_V,cleavage_N
clench-01	clenching_N,clench_V
clerk-01	clerk_V
clever-01	clever_A
click-01	click_V,click_N
click-02	click_V
climax-01	climax_N,climax_V
climb-01	climbing_N,climb_V,climb_N
climb-02	climb_N,climb_V,climbing_N
clinch-01	clinch_V
cling-01	clingy_A,cling_V
cling-02	cling_V
clinical-01	clinical_A
clinical-02	clinical_A
clink-01	clink_V
clip-01	clip_N,clip_V
clip-03	clip_V
clip_off-02	clip_off_V
cloak-01	cloak_V
clobber-01	clobber_V
clock-01	clock_V
clock-02	clock_V
clog-01	clog_V
clog-02	clog_V,clogging_N
clog_up-03	clog_up_V
cloister-01	cloister_V
clomp-01	clomp_V
clone-01	clone_V,cloning_N
close-01	close_V,close_N,closed_A,closing_N
close-02	close_V
close-03	close_V,closing_N
close-06	close_V
close-10	closer_A,close_A
close-11	close_A
close-12	close_A
close-13	close_A
close_down-04	close_down_V
close_in-07	close_in_V
close_off-05	close_off_V
close_over-08	close_over_V
close_up-09	close_up_V
clot-01	clotting_N,clot_V
clothe-01	clothing_N,clothe_V
cloud-01	cloud_V,clouding_N
cloudy-02	cloudy_A
clout-01	clout_V
clown-01	clown_V
clown_around-02	clown_around_V
cloy-01	cloy_V
club-01	club_V,clubbing_N
club-02	club_V,clubbing_N
clubbing-03	clubbing_N
cluck-01	cluck_V
clueless-01	clueless_A
clump-02	clumping_N,clump_V
clump-03	clump_V
clumsy-01	clumsy_A
clunk-01	clunk_V,clunking_N
cluster-01	cluster_V
clutch-01	clutch_V
clutch_on-02	clutch_on_V
clutter-01	clutter_V
cnn-01	cnn_A
coach-01	coach_V
coactivate-01	coactivate_V,coactivation_N
coagulate-01	coagulate_V,electrocoagulation_N,coagulation_N
coal-01	coal_V
coal-02	coal_V
coalesce-01	coalesce_V
coanchor-01	coanchor_V
coarctate-01	coarctation_N,coarctate_V
coarsen-01	coarsen_V
coast-01	coast_V
coat-01	coating_N,coat_V
coauthor-01	coauthor_V,co-author_V
coax-01	coax_V
cobble-01	cobble_V
cochair-01	cochair_V,co-chair_V
cock-01	cock_V
coculture-01	coculture_V,coculture_N
coddle-01	coddle_V
coddle-02	coddle_V
code-01	coding_N,code_V
code-02	coding_N,code_V
code-101	coding_N,coding_V,code_V
codeletion-01	codeletion_N
codename-01	codename_V
codevelop-01	codevelop_V,co-develop_V,codevelopment_N,co-development_N
codify-01	codify_V
coedit-01	coedit_V
coerce-01	coercion_N,coercive_A,coerce_V
coevolve-01	coevolve_V,co-evolve_V,coevolution_N,co-evolution_N
coexist-01	coexist_V,co-exist_V,coexistence_N,co-existence_N
coexpress-01	coexpress_V,coexpression_N
coextrude-01	coextrude_V
cofound-01	cofound_V,co-found_V
cognize-01	cognize_V,cognition_N,cognizant_A
cohabit-01	cohabit_V
cohere-01	cohere_V,coherent_A,cohesion_N
cohost-01	cohost_V
coil-01	coil_V
coil_up-02	coil_up_V
coimmunoprecipitate-01	coimmunoprecipitate_V,coimmunoprecipitation_N
coin-01	coin_V
coincide-01	coincide_V
coke-01	coke_V,coking_N
cold-01	cold_A
cold-02	cold_A
cold-03	cold_A
coldcream-01	coldcream_V
collaborate-01	collaborate_V,collaborating_N,collaboration_N
collapse-01	collapse_N,collapse_V
collapse-02	collapse_V
collar-01	collar_V
collate-01	collate_V
collateralize-01	collateralize_V,collateralization_N
collateralize-02	collateralize_V
collect-01	collecting_N,collection_N,collect_V
collide-01	collision_N,collide_V
collocate-01	collocate_V,collocation_N
collude-01	collude_V,collusion_N,collusive_A
colocalize-01	colocalize_V,colocalise_V,colocalization_N,colocalisation_N
colonize-01	colonize_V,colonise_V,colonization_N,colonisation_N
colonoscopy-01	colonoscopy_N,colonoscopy_N
color-01	coloring_N,color_V,coloration_N
color_in-02	color_in_V
colorcode-03	colorcode_V
columnar-01	columnar_A
comanage-01	comanage_V
comb-01	comb_V
comb-02	comb_V
combat-01	combat_V,combat_N
combine-01	combination_N,conglomeration_N,combine_V
combust-01	combust_V,combustion_N
come-01	coming_N,come_V
come-02	come_V,coming_N
come-03	come_V
come-04	come_V
come-05	come_V
come-12	come_V
come-14	come_V
come-16	come_V
come-28	come_V
come_about-06	come_about_V
come_across-15	come_across_V
come_across-21	come_across_V
come_along-19	come_along_V
come_by-20	come_by_V
come_down-22	come_down_V
come_down-23	come_down_V
come_in-07	come_in_V
come_off-24	come_off_V
come_on-08	come_on_V
come_on-25	come_on_V
come_on-29	come_on_V
come_out-09	come_out_V
come_out-10	come_out_V
come_over-30	come_over_V
come_through-17	come_through_V
come_through-18	come_through_V
come_to-27	come_to_V
come_up-11	come_up_V
come_up-13	come_up_V
come_upon-26	come_upon_V
comeback-01	comeback_N
comfort-01	comfort_V
comfortable-02	comfortable_A
command-01	command_V
command-02	command_V
commandeer-01	commandeer_V
commemorate-01	commemoration_N,commemorate_V
commence-01	commence_V
commend-01	commend_V,commendation_N
commendable-02	commendable_A
comment-01	comment_V,comment_N,commentary_N
commercialize-01	commercialize_V,commercialization_N
commingle-01	commingle_V
comminute-01	comminute_V
commiserate-01	commiserate_V
commission-01	commission_V,commissioning_N
commit-01	commit_V,commitment_N,committed_A
commit-02	commit_V
commodify-01	commoditization_N,commodify_V
common-01	common_A
common-02	common_A
common-03	common_A
communicate-01	communicating_N,communication_N,communicate_V
communist-01	communist_A
commute-01	commute_V
commute-02	commute_V
compact-01	compact_V,compaction_N
comparable-02	comparable_A
comparable-03	comparable_A
compare-01	compare_V,comparison_N
compartmentalize-01	compartmentalize_V
compassion-01	compassion_N
compatible-01	compatible_A
compel-01	compel_V,compulsion_N
compensate-01	compensation_N,compensate_V
compete-01	compete_V,competition_N,competitive_A
compete-02	compete_V,competitive_A
competent-01	competent_A
compile-01	compilation_N,compile_V
